Sortie,Spot,Bildnr,Datum,MASSTAB,QU,Acc,Form,Abd,LBDB,Quelle,x,y,Radius_Bild,EPSG-Code,flughohe
683-1046,Jaric,4178,03/16/1945,"7,700",2,1,21,41,Nein,Plot,75075,164386,847,31255,23000
680-0174,Jaric,3003,03/19/1945,"14,700",1,,,60,Ja,BM,75964,165281,1617,31255,25000
680-0174,Jaric,3004,03/19/1945,"14,700",1,1,21,50,Nein,Plot,75845,164302,1617,31255,25000
680-0174,Jaric,4003,03/19/1945,"14,700",1,1,21,57,Nein,Plot,73897,166570,1617,31255,25000
680-0174,Jaric,4004,03/19/1945,"14,700",1,1,21,81,Nein,Plot,73587,165434,1617,31255,25000
680-0174,Jaric,4005,03/19/1945,"14,700",1,1,21,52,Nein,Plot,73321,164289,1617,31255,25000
680-0174,Jaric,7001,03/19/1945,"49,000",1,1,23,52,Nein,Plot,75658,170488,5390,31255,25000
680-0174,Jaric,7002,03/19/1945,"49,000",1,1,23,100,Nein,Plot,74140,165208,5390,31255,25000
680-0174,Jaric,7003,03/19/1945,"49,000",1,1,23,32,Nein,Plot,71986,160141,5390,31255,25000
682-1019,Jaric,3011,03/19/1945,"9,000",1,1,21,53,Nein,Plot,75167,164577,990,31255,27000
682-1019,Jaric,3012,03/19/1945,"9,000",1,1,21,66,Nein,Plot,74423,164609,990,31255,27000
682-1019,Jaric,3013,03/19/1945,"9,000",1,1,21,46,Nein,Plot,73682,164683,990,31255,27000
682-1019,Jaric,4012,03/19/1945,"9,000",1,1,21,49,Nein,Plot,75010,166145,990,31255,27000
682-1019,Jaric,4013,03/19/1945,"9,000",1,1,21,50,Nein,Plot,74270,166205,990,31255,27000
683-1064,Jaric,3028,03/21/1945,"8,000",1,1,21,53,Nein,Plot,74020,164648,880,31255,24000
683-1064,Jaric,3029,03/21/1945,"8,000",1,1,21,71,Nein,Plot,74570,164803,880,31255,24000
683-1064,Jaric,3030,03/21/1945,"8,000",1,1,21,62,Nein,Plot,75119,164959,880,31255,24000
683-1064,Jaric,3031,03/21/1945,"8,000",1,1,21,37,Nein,Plot,75669,165115,880,31255,24000
683-1064,Jaric,4017,03/21/1945,"8,000",1,1,21,51,Nein,Plot,75382,165067,880,31255,24000
683-1064,Jaric,4018,03/21/1945,"8,000",1,1,21,73,Nein,Plot,74879,165018,880,31255,24000
683-1064,Jaric,4019,03/21/1945,"8,000",1,1,21,76,Nein,Plot,74377,164969,880,31255,24000
683-1064,Jaric,4020,03/21/1945,"8,000",1,1,21,55,Nein,Plot,73874,164920,880,31255,24000
683-1064,Jaric,4029,03/21/1945,"8,000",1,1,21,31,Nein,Plot,75060,164125,880,31255,24000
37-0187,Jaric,3007,03/22/1945,"12,500",2,1,23,38,Nein,Plot,74444,163663,1375,31255,25000
37-0187,Jaric,3008,03/22/1945,"12,500",2,1,23,57,Nein,Plot,73878,164233,1375,31255,25000
37-0187,Jaric,3009,03/22/1945,"12,500",2,1,23,52,Nein,Plot,73312,164803,1375,31255,25000
37-0187,Jaric,4008,03/22/1945,"12,500",2,1,23,48,Nein,Plot,75786,165943,1375,31255,25000
37-0187,Jaric,4009,03/22/1945,"12,500",2,1,23,47,Nein,Plot,75234,166512,1375,31255,25000
37-0187,Jaric,5001,03/22/1945,"50,000",2,1,23,59,Nein,Plot,78797,162073,5500,31255,25000
37-0187,Jaric,5002,03/22/1945,"50,000",2,1,23,100,Nein,Plot,74459,166122,5500,31255,25000
37-0189,Jaric,5030,03/22/1945,"50,000",2,1,23,100,Nein,Plot,72026,168322,5500,31255,25000
37-0197,F-14841,3013,03/24/1945,"11,500",2,1,23,60,Nein,Plot,74648,164200,1265,31255,23000
37-0197,F-14841,3014,03/24/1945,"11,500",2,1,23,96,Nein,Plot,74403,164956,1265,31255,23000
37-0197,F-14841,3015,03/24/1945,"11,500",2,1,23,83,Nein,Plot,74159,165712,1265,31255,23000
37-0197,F-14841,3016,03/24/1945,"11,500",2,1,23,44,Nein,Plot,73915,166469,1265,31255,23000
37-0197,F-14841,4004,03/24/1945,"11,500",2,1,23,39,Nein,Plot,75596,166311,1265,31255,23000
37-0197,F-14841,4005,03/24/1945,"11,500",2,1,23,57,Nein,Plot,74322,166350,1265,31255,23000
37-0197,Jaric,5004,03/24/1945,"46,000",1,1,23,78,Nein,Plot,77151,161586,5060,31255,23000
37-0197,Jaric,5005,03/24/1945,"46,000",1,1,23,100,Nein,Plot,76367,164205,5060,31255,23000
37-0197,Jaric,5006,03/24/1945,"46,000",1,1,23,100,Nein,Plot,75585,166823,5060,31255,23000
37-0197,Jaric,5007,03/24/1945,"46,000",1,1,23,93,Nein,Plot,74802,169442,5060,31255,23000
37-0091,Jaric,5027,03/26/1945,"50,000",1,1,23,100,Nein,Plot,72392,161702,5500,31255,25000
37-0091,Jaric,5028,03/26/1945,"50,000",1,1,23,100,Nein,Plot,75387,161651,5500,31255,25000
37-0091,Jaric,5029,03/26/1945,"50,000",1,1,23,100,Nein,Plot,77755,162219,5500,31255,25000
37-0091,Jaric,5030,03/26/1945,"50,000",1,1,23,100,Nein,Plot,77655,165214,5500,31255,25000
37-0091,Jaric,5031,03/26/1945,"50,000",1,1,23,100,Nein,Plot,77554,168209,5500,31255,25000
15SG-1401,F-14784,3105,03/29/1945,"12,500",3,1,23,30,Nein,Plot,76320,165075,1375,31255,25000
15SG-1401,F-14784,4105,03/29/1945,"12,500",3,1,23,46,Nein,Plot,73425,166170,1375,31255,25000
15SG-1401,F-14784,4106,03/29/1945,"12,500",3,1,23,41,Nein,Plot,73016,165237,1375,31255,25000
15SG-1401,F-14784,5028,03/29/1945,"50,000",3,1,23,100,Nein,Plot,76496,165886,5500,31255,25000
683-1083,Jaric,3251,03/29/1945,"8,300",2,1,21,36,Nein,Plot,73566,165899,913,31255,25000
683-1083,Jaric,3252,03/29/1945,"8,300",2,1,21,53,Nein,Plot,73984,165887,913,31255,25000
683-1083,Jaric,3253,03/29/1945,"8,300",2,1,21,63,Nein,Plot,74404,165875,913,31255,25000
683-1083,Jaric,3254,03/29/1945,"8,300",2,1,21,62,Nein,Plot,74824,165863,913,31255,25000
683-1083,Jaric,3255,03/29/1945,"8,300",2,,,85,Ja,BM,74743,165338,913,31255,25000
683-1083,Jaric,3256,03/29/1945,"8,300",2,,,66,Ja,BM,75147,165274,913,31255,25000
683-1083,Jaric,4138,03/29/1945,"8,000",2,1,23,33,Nein,Plot,75388,164391,880,31255,25000
683-1083,Jaric,4222,03/29/1945,"8,300",2,1,21,39,Nein,Plot,75526,164699,913,31255,25000
683-1083,Jaric,4223,03/29/1945,"8,300",2,1,21,47,Nein,Plot,75171,164520,913,31255,25000
683-1083,Jaric,4224,03/29/1945,"8,300",2,1,21,47,Nein,Plot,74815,164342,913,31255,25000
683-1083,Jaric,4225,03/29/1945,"8,300",2,1,21,40,Nein,Plot,74459,164163,913,31255,25000
683-1083,Jaric,4243,03/29/1945,"8,300",2,1,21,37,Nein,Plot,74067,164207,913,31255,25000
683-1083,Jaric,4244,03/29/1945,"8,300",2,1,21,41,Nein,Plot,74428,164195,913,31255,25000
683-1083,Jaric,4245,03/29/1945,"8,300",2,1,21,40,Nein,Plot,74790,164184,913,31255,25000
683-1083,Jaric,4246,03/29/1945,"8,300",2,1,21,33,Nein,Plot,75152,164173,913,31255,25000
15SG-1416,Jaric,4026,04/01/1945,"11,000",2,1,23,64,Nein,Plot,75479,165263,1210,31255,22000
15SG-1416,Jaric,4027,04/01/1945,"11,000",2,1,23,100,Nein,Plot,74657,165283,1210,31255,22000
15SG-1416,Jaric,4028,04/01/1945,"11,000",2,1,23,74,Nein,Plot,73834,165302,1210,31255,22000
15SG-1416,Jaric,4029,04/01/1945,"11,000",2,1,23,33,Nein,Plot,73012,165322,1210,31255,22000
15SG-1416,Jaric,5006,04/01/1945,"44,000",2,1,23,73,Nein,Plot,78623,163669,4840,31255,22000
15SG-1416,Jaric,5007,04/01/1945,"44,000",2,1,23,100,Nein,Plot,73556,163968,4840,31255,22000
682-1062,Jaric,3224,04/02/1945,"8,333",,1,21,32,Nein,Plot,75797,165510,916.63,31255,26000
682-1062,Jaric,3225,04/02/1945,"8,333",,1,21,38,Nein,Plot,75628,164873,916.63,31255,26000
683-1095,Jaric,3323,04/03/1945,"7,500",1,1,21,44,Nein,Plot,73634,165370,825,31255,23000
683-1095,Jaric,3324,04/03/1945,"7,500",1,1,21,69,Nein,Plot,74129,165164,825,31255,23000
683-1095,Jaric,3325,04/03/1945,"7,500",1,1,21,75,Nein,Plot,74625,164957,825,31255,23000
683-1095,Jaric,3326,04/03/1945,"7,500",1,1,21,53,Nein,Plot,75121,164751,825,31255,23000
23PS-0601K,B-05049,5001,04/09/1945,"50,000",1,1,23,100,Nein,Plot,72177,164685,5500,31255,25000
23PS-0601K,B-05049,5002,04/09/1945,"50,000",1,1,23,100,Nein,Plot,75514,164628,5500,31255,25000
23PS-0601K,B-05049,5003,04/09/1945,"50,000",1,1,23,100,Nein,Plot,78851,164572,5500,31255,25000
37-0259,Koch,3030,04/09/1945,"13,000",2,,,32,Ja,BM,74491,163478,1430,31255,26000
37-0259,Koch,3033,04/09/1945,"13,000",2,,,96,Ja,BM,74801,165686,1430,31255,26000
37-0259,Koch,3034,04/09/1945,"13,000",2,,,63,Ja,BM,74912,166355,1430,31255,26000
37-0259,Koch,3035,04/09/1945,"13,000",2,,,32,Ja,BM,75089,166958,1430,31255,26000
37-0260,ACIU,3106,04/09/1945,"11,500",1,,,33,Ja,BM,73165,166027,1265,31255,23000
37-0260,ACIU,3108,04/09/1945,"11,500",,1,23,91,Nein,Plot,74504,164825,1265,31255,23000
37-0260,ACIU,3109,04/09/1945,"11,500",,1,23,99,Nein,Plot,74462,165526,1265,31255,23000
37-0260,ACIU,3110,04/09/1945,"11,500",,1,23,64,Nein,Plot,74419,166227,1265,31255,23000
37-0260,ACIU,4106,04/09/1945,"11,500",1,,,47,Ja,BM,74025,164056,1265,31255,23000
37-0260,ACIU,5027,04/09/1945,"46,000",,1,23,100,Nein,Plot,73754,163519,5060,31255,23000
37-0260,ACIU,5028,04/09/1945,"46,000",,1,23,100,Nein,Plot,76857,165096,5060,31255,23000
37-0260,ACIU,5029,04/09/1945,"46,000",,1,23,79,Nein,Plot,76358,169360,5060,31255,23000
37-0267,F-14693,5018,04/10/1945,"48,000",2,1,23,100,Nein,Plot,76987,168375,5280,31255,24000
37-0285,ACIU,4034,04/12/1945,"12,000",0,1,23,32,Nein,Plot,73865,166772,1320,31255,24000
37-0285,ACIU,5010,04/12/1945,"45,000",0,1,23,100,Nein,Plot,75102,167527,4950,31255,24000
37-0285,ACIU,5011,04/12/1945,"45,000",0,1,23,100,Nein,Plot,75120,164244,4950,31255,24000
682-1088,Jaric,3424,04/12/1945,"8,500",1,1,21,30,Nein,Plot,75851,164927,935,31255,26000
682-1088,Jaric,4423,04/12/1945,"8,500",1,1,21,46,Nein,Plot,74178,166190,935,31255,26000
682-1088,Jaric,4424,04/12/1945,"8,500",1,1,21,62,Nein,Plot,73955,165568,935,31255,26000
682-1088,Jaric,4425,04/12/1945,"8,500",1,1,21,52,Nein,Plot,73731,164946,935,31255,26000
682-1088,Jaric,4433,04/12/1945,"8,500",1,1,21,47,Nein,Plot,75544,165220,935,31255,26000
682-1088,Jaric,4434,04/12/1945,"8,500",1,1,21,74,Nein,Plot,74977,165127,935,31255,26000
682-1088,Jaric,4435,04/12/1945,"8,500",1,1,21,83,Nein,Plot,74410,165035,935,31255,26000
682-1088,Jaric,4436,04/12/1945,"8,500",1,1,21,57,Nein,Plot,73843,164944,935,31255,26000
104W-101C,ACIU,3002,04/16/1945,"16,500",,1,21,61,Nein,Plot,73029,164872,1815,31255,28000
104W-101C,ACIU,3003,04/16/1945,"16,500",2,,,62,Ja,BM,73013,164994,1815,31255,28000
104W-101C,ACIU,3006,04/16/1945,"16,500",,1,21,89,Nein,Plot,75505,165656,1815,31255,28000
104W-101C,ACIU,3007,04/16/1945,"16,500",,1,21,57,Nein,Plot,76135,165815,1815,31255,28000
37-0296,Jaric,3069,04/17/1945,"12,500",1,1,23,46,Nein,Plot,73509,164278,1375,31255,25000
37-0296,Jaric,3070,04/17/1945,"12,500",1,1,23,91,Nein,Plot,74068,165029,1375,31255,25000
37-0296,Jaric,3071,04/17/1945,"12,500",1,1,23,92,Nein,Plot,74627,165779,1375,31255,25000
37-0296,Jaric,3072,04/17/1945,"12,500",1,1,23,47,Nein,Plot,75187,166531,1375,31255,25000
37-0296,Jaric,5028,04/17/1945,"50,000",1,1,23,100,Nein,Plot,74570,163008,5500,31255,25000
37-0296,Jaric,5029,04/17/1945,"50,000",1,1,23,100,Nein,Plot,77359,166866,5500,31255,25000
37-0307,B-05091,4161,04/20/1945,"12,500",2,1,23,52,Nein,Plot,74770,166577,1375,31255,25000
37-0307,B-05091,4162,04/20/1945,"12,500",2,1,23,100,Nein,Plot,74417,165562,1375,31255,25000
37-0307,B-05091,4163,04/20/1945,"12,500",2,1,23,75,Nein,Plot,74064,164547,1375,31255,25000
37-0307,B-05091,4178,04/20/1945,"12,500",2,1,23,33,Nein,Plot,76119,165944,1375,31255,25000
37-0307,B-05091,4179,04/20/1945,"12,500",2,1,23,62,Nein,Plot,75390,166022,1375,31255,25000
37-0307,B-05091,4180,04/20/1945,"12,500",2,1,23,76,Nein,Plot,74663,166100,1375,31255,25000
683-1141,Jaric,3002,04/20/1945,"8,300",1,1,21,40,Nein,Plot,73492,164959,913,31255,25000
683-1141,Jaric,3003,04/20/1945,"8,300",1,1,21,65,Nein,Plot,73978,165069,913,31255,25000
683-1141,Jaric,3004,04/20/1945,"8,300",1,1,21,89,Nein,Plot,74465,165181,913,31255,25000
683-1141,Jaric,3005,04/20/1945,"8,300",1,1,21,75,Nein,Plot,74953,165293,913,31255,25000
683-1141,Jaric,3006,04/20/1945,"8,300",1,1,21,50,Nein,Plot,75440,165404,913,31255,25000
683-1141,Jaric,3019,04/20/1945,"8,300",1,1,21,31,Nein,Plot,75140,164125,913,31255,25000
683-1141,Jaric,3020,04/20/1945,"8,300",1,1,21,47,Nein,Plot,75270,164611,913,31255,25000
683-1141,Jaric,3021,04/20/1945,"8,300",1,1,21,52,Nein,Plot,75401,165096,913,31255,25000
683-1141,Jaric,3022,04/20/1945,"8,300",1,1,21,44,Nein,Plot,75531,165581,913,31255,25000
37-0324,F-14938,3049,04/25/1945,"11,000",2,1,23,63,Nein,Plot,75388,164813,1210,31255,22000
37-0324,F-14938,3050,04/25/1945,"11,000",2,1,23,84,Nein,Plot,74208,164880,1210,31255,22000
37-0324,F-14937,4054,04/25/1945,"11,000",2,1,23,73,Nein,Plot,74838,165938,1210,31255,22000
37-0324,F-14937,4055,04/25/1945,"11,000",2,1,23,55,Nein,Plot,75552,164809,1210,31255,22000
37-0329,D-05109,4006,04/26/1945,"13,000",2,,,32,Ja,BM,76326,165046,1430,31255,18000
37-0329,ACIU,4007,04/26/1945,"9,000",1,,,40,Ja,BM,75670,164847,990,31255,18000
37-0329,ACIU,4008,04/26/1945,"9,000",1,,,59,Ja,BM,75105,164668,990,31255,18000
37-0329,ACIU,4009,04/26/1945,"9,000",1,,,63,Ja,BM,74442,164554,990,31255,18000
37-0329,ACIU,4010,04/26/1945,"9,000",1,,,41,Ja,BM,73719,164456,990,31255,18000
37-0329,D-05109,4011,04/26/1945,"13,000",2,,,33,Ja,BM,73040,164367,1430,31255,18000
37-0329,ACIU,4016,04/26/1945,"9,000",1,,,42,Ja,BM,73787,164432,990,31255,18000
37-0329,ACIU,5002,04/26/1945,"36,000",1,1,23,97,Nein,Plot,77478,164554,3960,31255,18000
37-0329,ACIU,5003,04/26/1945,"36,000",1,1,23,100,Nein,Plot,74199,163791,3960,31255,18000
37-0329,ACIU,5004,04/26/1945,"36,000",1,1,23,34,Nein,Plot,70919,163028,3960,31255,18000
60-1176,Jaric,3010,05/04/1945,"10,800",2,1,21,41,Nein,Plot,75303,164119,1188,31255,18000
60-1176,Jaric,3011,05/04/1945,"10,800",2,1,21,48,Nein,Plot,74913,164094,1188,31255,18000
60-1176,Jaric,3012,05/04/1945,"10,800",2,1,21,49,Nein,Plot,74523,164069,1188,31255,18000
60-1176,Jaric,3013,05/04/1945,"10,800",2,1,21,44,Nein,Plot,74134,164045,1188,31255,18000
60-1176,Jaric,3014,05/04/1945,"10,800",2,1,21,35,Nein,Plot,73744,164021,1188,31255,18000
60-1176,Jaric,4008,05/04/1945,"10,800",2,1,21,39,Nein,Plot,75771,165957,1188,31255,18000
60-1176,Jaric,4009,05/04/1945,"10,800",2,1,21,58,Nein,Plot,75333,165933,1188,31255,18000
60-1176,Jaric,4010,05/04/1945,"10,800",2,1,21,72,Nein,Plot,74895,165910,1188,31255,18000
60-1176,Jaric,4011,05/04/1945,"10,800",2,1,21,77,Nein,Plot,74456,165886,1188,31255,18000
60-1176,Jaric,4012,05/04/1945,"10,800",2,1,21,68,Nein,Plot,74018,165863,1188,31255,18000
60-1176,Jaric,4013,05/04/1945,"10,800",2,1,21,52,Nein,Plot,73580,165839,1188,31255,18000
60-1176,Jaric,4014,05/04/1945,"10,800",2,1,21,33,Nein,Plot,73141,165816,1188,31255,18000
60-1176,Jaric,7001,05/04/1945,"36,000",2,1,23,40,Nein,Plot,78692,165017,3960,31255,18000
60-1176,Jaric,7002,05/04/1945,"36,000",2,1,23,100,Nein,Plot,77354,164816,3960,31255,18000
60-1176,Jaric,7003,05/04/1945,"36,000",2,1,23,100,Nein,Plot,76016,164615,3960,31255,18000
60-1176,Jaric,7004,05/04/1945,"36,000",2,1,23,100,Nein,Plot,74679,164413,3960,31255,18000
60-1176,Jaric,7005,05/04/1945,"36,000",2,1,23,100,Nein,Plot,73342,164211,3960,31255,18000
60-1176,Jaric,7006,05/04/1945,"36,000",2,1,23,100,Nein,Plot,72005,164010,3960,31255,18000
60-1176,Jaric,7007,05/04/1945,"36,000",2,1,23,100,Nein,Plot,75900,167455,3960,31255,18000
60-1176,Jaric,7008,05/04/1945,"36,000",2,1,23,100,Nein,Plot,75021,167814,3960,31255,18000
60-1176,Jaric,7009,05/04/1945,"36,000",2,1,23,100,Nein,Plot,74141,168174,3960,31255,18000
60-1176,Jaric,7010,05/04/1945,"36,000",2,1,23,71,Nein,Plot,73262,168533,3960,31255,18000
683-1160,Jaric,3187,05/05/1945,"14,000",2,1,21,35,Nein,Plot,74941,167055,1540,31255,24000
683-1160,Jaric,3188,05/05/1945,"14,000",2,1,21,34,Nein,Plot,73993,167026,1540,31255,24000
683-1160,Jaric,3193,05/05/1945,"14,000",2,1,21,75,Nein,Plot,73836,165991,1540,31255,24000
683-1160,Jaric,3194,05/05/1945,"14,000",2,1,21,40,Nein,Plot,74252,166969,1540,31255,24000
683-1160,Jaric,3201,05/05/1945,"14,000",2,1,21,47,Nein,Plot,75752,166308,1540,31255,24000
683-1160,Jaric,3202,05/05/1945,"14,000",2,1,21,67,Nein,Plot,75643,164769,1540,31255,24000
683-1160,Jaric,4188,05/05/1945,"14,000",2,1,21,61,Nein,Plot,75710,164623,1540,31255,24000
683-1160,Jaric,4189,05/05/1945,"14,000",2,1,21,91,Nein,Plot,74733,164581,1540,31255,24000
683-1160,Jaric,4190,05/05/1945,"14,000",2,1,21,73,Nein,Plot,73756,164538,1540,31255,24000
683-1160,Jaric,4191,05/05/1945,"14,000",2,1,21,30,Nein,Plot,72780,164496,1540,31255,24000
683-1160,Jaric,4195,05/05/1945,"14,000",2,1,21,38,Nein,Plot,76282,164897,1540,31255,24000
683-1160,Jaric,4203,05/05/1945,"14,000",2,1,21,44,Nein,Plot,73345,166368,1540,31255,24000
683-1160,Jaric,4204,05/05/1945,"14,000",2,1,21,54,Nein,Plot,73180,164811,1540,31255,24000
23-002L,B-14922,3105,05/07/1945,"12,500",2,1,23,37,Nein,Plot,73327,164199,1375,31255,25000
23-002L,B-14922,3106,05/07/1945,"12,500",2,1,23,60,Nein,Plot,73465,164869,1375,31255,25000
23-002L,B-14922,3107,05/07/1945,"12,500",2,1,23,65,Nein,Plot,73517,165512,1375,31255,25000
23-002L,B-14922,3108,05/07/1945,"12,500",2,1,23,64,Nein,Plot,73654,165866,1375,31255,25000
23-002L,B-14922,3109,05/07/1945,"12,500",2,1,23,62,Nein,Plot,73754,166057,1375,31255,25000
23-002L,B-14922,3110,05/07/1945,"12,500",2,1,23,60,Nein,Plot,73890,166224,1375,31255,25000
23-002L,B-14922,3111,05/07/1945,"12,500",2,1,23,56,Nein,Plot,74031,166388,1375,31255,25000
23-002L,B-14922,3112,05/07/1945,"12,500",2,1,23,51,Nein,Plot,74168,166556,1375,31255,25000
23-002L,B-14922,3113,05/07/1945,"12,500",2,1,23,43,Nein,Plot,74284,166738,1375,31255,25000
23-002L,B-14922,3114,05/07/1945,"12,500",2,1,23,35,Nein,Plot,74397,166922,1375,31255,25000
23-002L,B-14923,4110,05/07/1945,"12,500",2,1,23,33,Ja,Plot,75873,164171,1375,31255,25000
23-002L,B-14923,4111,05/07/1945,"12,500",2,1,23,37,Ja,Plot,75928,164371,1375,31255,25000
23-002L,B-14923,4112,05/07/1945,"12,500",2,1,23,40,Ja,Plot,75964,164576,1375,31255,25000
23-002L,B-14923,4113,05/07/1945,"12,500",2,1,23,42,Ja,Plot,76006,164779,1375,31255,25000
23-002L,B-14923,4114,05/07/1945,"12,500",2,1,23,42,Ja,Plot,76057,164980,1375,31255,25000
23-002L,B-14923,4115,05/07/1945,"12,500",2,1,23,41,Ja,Plot,76107,165181,1375,31255,25000
23-002L,B-14923,4116,05/07/1945,"12,500",2,1,23,37,Ja,Plot,76182,165421,1375,31255,25000
23-002L,B-14923,4117,05/07/1945,"12,500",2,1,23,31,Ja,Plot,76252,165645,1375,31255,25000
23-002L,B-14924,5019,05/07/1945,"50,000",2,1,23,100,Nein,Plot,74218,161366,5500,31255,25000
23-002L,B-14924,5020,05/07/1945,"50,000",2,1,23,100,Nein,Plot,75511,164808,5500,31255,25000
23-002L,B-14924,5021,05/07/1945,"50,000",2,1,23,100,Nein,Plot,76557,168335,5500,31255,25000
34-4012,F-14419,3140,05/09/1945,"10,000",1,1,23,45,Ja,Plot,75677,164847,1100,31255,20000
34-4012,F-14419,3141,05/09/1945,"10,000",1,1,23,49,Ja,Plot,74821,164188,1100,31255,20000
34-4012,F-14420,4141,05/09/1945,"10,000",1,1,23,41,Nein,Plot,73499,165974,1100,31255,20000
23-010L,ACIU,3005,05/10/1945,"10,000",1,1,23,50,Nein,Plot,75649,165368,1100,31255,20000
23-010L,ACIU,3006,05/10/1945,"10,000",1,1,23,55,Nein,Plot,75347,164663,1100,31255,20000
23-010L,ACIU,3007,05/10/1945,"10,000",1,1,23,30,Nein,Plot,75023,163847,1100,31255,20000
23-010L,ACIU,4003,05/10/1945,"10,000",1,1,23,50,Nein,Plot,74341,166320,1100,31255,20000
23-010L,ACIU,4004,05/10/1945,"10,000",1,1,23,30,Nein,Plot,73500,166312,1100,31255,20000
23-010L,ACIU,4005,05/10/1945,"10,000",1,1,23,40,Nein,Plot,73301,165553,1100,31255,20000
39-3898,F-14702,5022,05/14/1945,"36,000",3,4,23,100,Nein,Plot,76644,165471,3960,31255,
39-3898,F-14702,5023,05/14/1945,"36,000",3,4,23,100,Nein,Plot,73349,163484,3960,31255,
34-4049,F-14521,3128,05/15/1945,"13,000",,,,56,Ja,BM,75117,164095,1430,31255,26000
34-4049,F-14521,3129,05/15/1945,"13,000",,,,73,Ja,BM,74346,164331,1430,31255,26000
34-4049,F-14521,3130,05/15/1945,"13,000",,,,54,Ja,BM,73561,164361,1430,31255,26000
34-4049,F-14522,4030,05/15/1945,"13,000",,,,46,Nein,BM,73237,165967,1430,31255,26000
34-4049,F-14522,4031,05/15/1945,"13,000",,,,87,Ja,BM,74201,165836,1430,31255,26000
34-4049,F-14522,4032,05/15/1945,"13,000",,,,73,Ja,BM,75146,166008,1430,31255,26000
34-4049,F-14522,4033,05/15/1945,"13,000",,,,33,Ja,BM,76222,165853,1430,31255,26000
34-4049,F-14522,4126,05/15/1945,"13,000",,,,39,Ja,BM,75860,166264,1430,31255,26000
34-4049,F-14522,4127,05/15/1945,"13,000",,,,66,Ja,BM,75079,166224,1430,31255,26000
34-4049,F-14522,4128,05/15/1945,"13,000",,,,55,Ja,BM,74215,166530,1430,31255,26000
34-4049,F-14522,4129,05/15/1945,"13,000",,,,47,Ja,BM,73382,166151,1430,31255,26000
34-4069,F-14573,4046,05/16/1945,"10,000",,,,38,Ja,BM,75252,164118,1100,31255,20000
34-4069,F-14573,4057,05/16/1945,"10,000",,,,58,Ja,BM,73683,165569,1100,31255,20000
34-4069,F-14573,4058,05/16/1945,"10,000",,,,92,Ja,BM,74601,165499,1100,31255,20000
34-4069,F-14573,4059,05/16/1945,"10,000",,,,55,Ja,BM,75525,165423,1100,31255,20000
422-BS-4233-21,E-00964,31,09/02/1945,"40,000",3,1,23,100,Nein,Plot,75157,164482,4400,31255,20000
422-BS-4233-21,E-00964,32,09/02/1945,"40,000",3,1,23,100,Nein,Plot,71279,164448,4400,31255,20000
422-BS-4233-21,E-00964,155,09/02/1945,"40,000",3,1,23,100,Nein,Plot,77718,165782,4400,31255,20000
422-BS-4233-21,E-00964,156,09/02/1945,"40,000",3,1,23,100,Nein,Plot,72901,165410,4400,31255,20000
422-BS-4242-21,E-00965,53,09/03/1945,"40,000",3,1,23,59,Nein,Plot,73711,170278,4400,31255,20000
422-BS-4291-21,E-00968,88,09/14/1945,"40,000",3,1,23,94,Nein,Plot,74026,169974,4400,31255,20000
422-BS-4291-21,E-00968,140,09/14/1945,"40,000",3,1,23,100,Nein,Plot,72227,164144,4400,31255,20000
422-BS-4291-21,E-00968,141,09/14/1945,"40,000",3,1,23,100,Nein,Plot,76799,164416,4400,31255,20000
422-BS-4292-21,E-00968,19,09/14/1945,"40,000",2,1,23,32,Nein,Plot,71115,160578,4400,31255,20000
422-BS-4292-21,E-00968,20,09/14/1945,"40,000",2,1,23,100,Nein,Plot,75605,161023,4400,31255,20000
422-BS-4303-21,E-00973,106,09/18/1945,"40,000",2,1,23,100,Nein,Plot,74863,162638,4400,31255,20000
422-BS-4303-21,E-00973,107,09/18/1945,"40,000",2,1,23,50,Nein,Plot,70867,162584,4400,31255,20000
422-BS-4303-21,E-00973,161,09/18/1945,"40,000",2,1,23,87,Nein,Plot,73631,168956,4400,31255,20000
